@type,accessLevel,accrualPeriodicity,bureauCode_0,conformsTo,contactPoint_@type,contactPoint_fn,contactPoint_hasEmail,dataQuality,describedBy,describedByType,description,distribution_0_description,distribution_0_downloadURL,distribution_0_format,distribution_0_mediaType,distribution_0_title,distribution_0_conformsTo,distribution_0_describedBy,distribution_0_describedByType,distribution_1_description,distribution_1_downloadURL,distribution_1_format,distribution_1_mediaType,distribution_1_title,distribution_1_conformsTo,distribution_1_describedBy,distribution_1_describedByType,distribution_1_accessURL,distribution_2_conformsTo,distribution_2_describedBy,distribution_2_describedByType,distribution_2_description,distribution_2_downloadURL,distribution_2_format,distribution_2_mediaType,distribution_2_title,distribution_2_accessURL,distribution_3_description,distribution_3_downloadURL,distribution_3_format,distribution_3_mediaType,distribution_3_title,distribution_3_accessURL,identifier,isPartOf,issued,keyword_0,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,keyword_7,keyword_8,keyword_9,keyword_10,keyword_11,keyword_12,keyword_13,keyword_14,keyword_15,keyword_16,keyword_17,keyword_18,keyword_19,keyword_20,keyword_21,keyword_22,keyword_23,keyword_24,keyword_25,keyword_26,keyword_27,keyword_28,keyword_29,keyword_30,keyword_31,keyword_32,keyword_33,keyword_34,keyword_35,keyword_36,landingPage,language,license,modified,primaryITInvestmentUII,programCode_0,publisher_name,references_0,references_1,references_2,references_3,rights,spatial,systemOfRecords,temporal,theme_0,title
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A ranking of Office of Hearings Operations (OHO) hearing offices by the average number of hearings dispositions per administrative law judge (ALJ) per day. The average shown will be a combined average for all ALJs working in that hearing office. Report for November 2019.,,https://www.ssa.gov/appeals/DataSets/archive/04_FY2020/04_November_Disposition_Per_Day_Per_ALJ_Ranking_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/04_FY2020/04_November_Disposition_Per_Day_Per_ALJ_Ranking_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2056,US-GOV-SSA-1548,,2019,Administrative Law Judge,ALJ,Dispositions,FOIA,Freedom Of Information,Hearing Offices,November,Number of Hearings,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/04_FY2020/04_November_Disposition_Per_Day_Per_ALJ_Ranking_Report.html,,https://creativecommons.org/publicdomain/zero/1.0/,2019-12-12,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/04_FY2020/04_November_Disposition_Per_Day_Per_ALJ_Ranking_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2019-09-28/2019-11-29,,National Ranking Report by ALJ Dispositions Per Day Per ALJ - November 2019
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A ranking of the Office of Hearings Operations (OHO) hearing offices by the average number of days until final disposition of the hearing request. The average shown will be a combined average for all cases completed in that hearing office. Report for November 2019.,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2020/05_November_Average_Processing_Time_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2020/05_November_Average_Processing_Time_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2057,US-GOV-SSA-1393,,2019,Average Number of Days,Average Processing Time,Disposition,FOIA,Freedom Of Information,Hearing Office,Hearing Request,November,OARO,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,Office Ranking,OHO,Ranking,Ranking Report,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2020/05_November_Average_Processing_Time_Report.html,,https://creativecommons.org/publicdomain/zero/1.0/,2019-12-12,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/05_FY2020/05_November_Average_Processing_Time_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2019-09-28/2019-11-29,,Hearing Office Average Processing Time Ranking Report - November 2019
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A listing by hearing office of the number of hearings held either in-person or by video conferencing. Report for November 2019.,,https://www.ssa.gov/appeals/DataSets/archive/06_FY2020/06_November_Hearings_Held_InPerson_Video_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/06_FY2020/06_November_Hearings_Held_InPerson_Video_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2058,US-GOV-SSA-1395,,2019,FOIA,Freedom Of Information,Hearing Offices,Hearings,Hearings and Appeals,In-Person,November,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Social Security,Social Security Administration,SSA,Video Conference,Video Hearings,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/06_FY2020/06_November_Hearings_Held_InPerson_Video_Report.html,,https://creativecommons.org/publicdomain/zero/1.0/,2019-12-12,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/06_FY2020/06_November_Hearings_Held_InPerson_Video_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2019-09-28/2019-11-29,,Hearings Held In-Person or Via Video Conferencing Report - November 2019
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A presentation of the average time (in months) from the hearing request date until a hearing is held for claims closed in the Office of Hearings Operations (OHO) hearing offices. Report for December 2019.,,https://www.ssa.gov/appeals/DataSets/archive/01_FY2020/01_December_NetStat_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/01_FY2020/01_December_NetStat_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2059,US-GOV-SSA-1394,,2019,Average Wait Time,December,FOIA,Freedom Of Information,Hearing,Hearing Center,Hearing Office,Hearing Wait Time,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,,,,,,,https://creativecommons.org/publicdomain/zero/1.0/,2020-01-08,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/01_FY2020/01_December_NetStat_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2019-11-30/2019-12-27,,Average Wait Time Until Hearing Held Report - December 2019
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,"A presentation of four key workload indicators (pending, receipts, dispositions and average processing time) for each hearing office in the Office of Hearings Operations (OHO). Report for December 2019.",,https://www.ssa.gov/appeals/DataSets/archive/02_FY2020/02_December_HO_Workload_Data.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/02_FY2020/02_December_HO_Workload_Data.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2060,US-GOV-SSA-1392,,2019,Average Processing Time,Cases,December,Dispositions,FOIA,Freedom Of Information,Hearing,Hearing Office,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Pending,Receipts,Social Security,Social Security Administration,SSA,Workload,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/02_FY2020/02_December_HO_Workload_Data.html,,https://creativecommons.org/publicdomain/zero/1.0/,2020-01-08,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/02_FY2020/02_December_HO_Workload_Data.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2019-09-28/2019-12-27,,Hearing Office Workload Data - December 2019
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,"A listing of hearings completion data by name of individual administrative law judges (ALJ) for all ALJs in the Office of Hearings Operations (OHO). The data includes hearing office name, total dispositions, decisions, allowances, denials, and fully favorable or partially favorable decisions. Report for December 2019.",,https://www.ssa.gov/appeals/DataSets/archive/03_FY2020/03_December_ALJ_Disposition_Data.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/03_FY2020/03_December_ALJ_Disposition_Data.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2061,US-GOV-SSA-1199,,2019,Administrative Law Judge,ALJ,Allowances,December,Decisions,Denials,Dispositions,FOIA,Freedom Of Information,Hearing Office,Hearings,ODAR Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/03_FY2020/03_December_ALJ_Disposition_Data.html,,https://creativecommons.org/publicdomain/zero/1.0/,2020-01-08,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/03_FY2020/03_December_ALJ_Disposition_Data.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2019-09-28/2019-12-27,,ALJ Disposition Data - December 2019
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A ranking of Office of Hearings Operations (OHO) hearing offices by the average number of hearings dispositions per administrative law judge (ALJ) per day. The average shown will be a combined average for all ALJs working in that hearing office. Report for December 2019.,,https://www.ssa.gov/appeals/DataSets/archive/04_FY2020/04_December_Disposition_Per_Day_Per_ALJ_Ranking_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/04_FY2020/04_December_Disposition_Per_Day_Per_ALJ_Ranking_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2062,US-GOV-SSA-1548,,2019,Administrative Law Judge,ALJ,December,Dispositions,FOIA,Freedom Of Information,Hearing Offices,Number of Hearings,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/04_FY2020/04_December_Disposition_Per_Day_Per_ALJ_Ranking_Report.html,,https://creativecommons.org/publicdomain/zero/1.0/,2020-01-08,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/04_FY2020/04_December_Disposition_Per_Day_Per_ALJ_Ranking_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2019-09-28/2019-12-27,,National Ranking Report by ALJ Dispositions Per Day Per ALJ - December 2019
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A ranking of the Office of Hearings Operations (OHO) hearing offices by the average number of days until final disposition of the hearing request. The average shown will be a combined average for all cases completed in that hearing office. Report for December 2019.,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2020/05_December_Average_Processing_Time_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2020/05_December_Average_Processing_Time_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2063,US-GOV-SSA-1393,,2019,Average Number of Days,Average Processing Time,December,Disposition,FOIA,Freedom Of Information,Hearing Office,Hearing Request,OARO,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,Office Ranking,OHO,Ranking,Ranking Report,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2020/05_December_Average_Processing_Time_Report.html,,https://creativecommons.org/publicdomain/zero/1.0/,2020-01-08,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/05_FY2020/05_December_Average_Processing_Time_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2019-09-28/2019-12-27,,Hearing Office Average Processing Time Ranking Report - December 2019
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A listing by hearing office of the number of hearings held either in-person or by video conferencing. Report for December 2019.,,https://www.ssa.gov/appeals/DataSets/archive/06_FY2020/06_December_Hearings_Held_InPerson_Video_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/06_FY2020/06_December_Hearings_Held_InPerson_Video_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2064,US-GOV-SSA-1395,,2019,December,FOIA,Freedom Of Information,Hearing Offices,Hearings,Hearings and Appeals,In-Person,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Social Security,Social Security Administration,SSA,Video Conference,Video Hearings,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/06_FY2020/06_December_Hearings_Held_InPerson_Video_Report.html,,https://creativecommons.org/publicdomain/zero/1.0/,2020-01-08,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/06_FY2020/06_December_Hearings_Held_InPerson_Video_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2019-09-28/2019-12-27,,Hearings Held In-Person or Via Video Conferencing Report - December 2019
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,A monthly summary of activity for the Ticket to Work and Vocational Rehabilitation programs for December 2019,,https://www.ssa.gov/work/documents/TicketTracker/December%202019%20Summary%20and%20Assignment%20Report%20-%20Final%20508.xls,XLS,application/vnd.ms-excel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2065,,,2019,December,Office of Retirement and Disability Policy,Return to Work,Social Security,Social Security Administration,Social Security Disability Benefits,SSA,Ticket to Work Program,Vocational Rehabilitational Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://creativecommons.org/publicdomain/zero/1.0/,2020-06-26,,016:000,Social Security Administration,https://www.ssa.gov/work/tickettracker.html,,,,,,,2019-12-01/2019-12-31,,Ticket to Work Monthly Report - December 2019
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A presentation of the average time (in months) from the hearing request date until a hearing is held for claims closed in the Office of Hearings Operations (OHO) hearing offices. Report for January 2020.,,https://www.ssa.gov/appeals/DataSets/archive/01_FY2020/01_January_NetStat_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/01_FY2020/01_January_NetStat_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2066,US-GOV-SSA-1394,,2020,Average Wait Time,FOIA,Freedom Of Information,Hearing,Hearing Center,Hearing Office,Hearing Wait Time,January,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,,,,,,,https://creativecommons.org/publicdomain/zero/1.0/,2020-02-12,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/01_FY2020/01_January_NetStat_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2019-12-28/2020-01-31,,Average Wait Time Until Hearing Held Report - January 2020
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,"A presentation of four key workload indicators (pending, receipts, dispositions and average processing time) for each hearing office in the Office of Hearings Operations (OHO). Report for January 2020.",,https://www.ssa.gov/appeals/DataSets/archive/02_FY2020/02_January_HO_Workload_Data.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/02_FY2020/02_January_HO_Workload_Data.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2067,US-GOV-SSA-1392,,2020,Average Processing Time,Cases,Dispositions,FOIA,Freedom Of Information,Hearing,Hearing Office,January,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Pending,Receipts,Social Security,Social Security Administration,SSA,Workload,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/02_FY2020/02_January_HO_Workload_Data.html,,https://creativecommons.org/publicdomain/zero/1.0/,2020-02-12,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/02_FY2020/02_January_HO_Workload_Data.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2019-09-28/2020-01-31,,Hearing Office Workload Data - January 2020
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,"A listing of hearings completion data by name of individual administrative law judges (ALJ) for all ALJs in the Office of Hearings Operations (OHO). The data includes hearing office name, total dispositions, decisions, allowances, denials, and fully favorable or partially favorable decisions. Report for January 2020.",,https://www.ssa.gov/appeals/DataSets/archive/03_FY2020/03_January_ALJ_Disposition_Data.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/03_FY2020/03_January_ALJ_Disposition_Data.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2068,US-GOV-SSA-1199,,2020,Administrative Law Judge,ALJ,Allowances,Decisions,Denials,Dispositions,FOIA,Freedom Of Information,Hearing Office,Hearings,January,ODAR Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/03_FY2020/03_January_ALJ_Disposition_Data.html,,https://creativecommons.org/publicdomain/zero/1.0/,2020-02-12,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/03_FY2020/03_January_ALJ_Disposition_Data.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2019-09-28/2020-01-31,,ALJ Disposition Data - January 2020
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A ranking of Office of Hearings Operations (OHO) hearing offices by the average number of hearings dispositions per administrative law judge (ALJ) per day. The average shown will be a combined average for all ALJs working in that hearing office. Report for January 2020.,,https://www.ssa.gov/appeals/DataSets/archive/04_FY2020/04_January_Disposition_Per_Day_Per_ALJ_Ranking_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/04_FY2020/04_January_Disposition_Per_Day_Per_ALJ_Ranking_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2069,US-GOV-SSA-1548,,2020,Administrative Law Judge,ALJ,Dispositions,FOIA,Freedom Of Information,Hearing Offices,January,Number of Hearings,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/04_FY2020/04_January_Disposition_Per_Day_Per_ALJ_Ranking_Report.html,,https://creativecommons.org/publicdomain/zero/1.0/,2020-02-12,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/04_FY2020/04_January_Disposition_Per_Day_Per_ALJ_Ranking_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2019-09-28/2020-01-31,,National Ranking Report by ALJ Dispositions Per Day Per ALJ - January 2020
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A ranking of the Office of Hearings Operations (OHO) hearing offices by the average number of days until final disposition of the hearing request. The average shown will be a combined average for all cases completed in that hearing office. Report for January 2020.,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2020/05_January_Average_Processing_Time_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2020/05_January_Average_Processing_Time_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2070,US-GOV-SSA-1393,,2020,Average Number of Days,Average Processing Time,Disposition,FOIA,Freedom Of Information,Hearing Office,Hearing Request,January,OARO,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,Office Ranking,OHO,Ranking,Ranking Report,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/05_FY2020/05_January_Average_Processing_Time_Report.html,,https://creativecommons.org/publicdomain/zero/1.0/,2020-02-12,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/05_FY2020/05_January_Average_Processing_Time_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2019-09-28/2020-01-31,,Hearing Office Average Processing Time Ranking Report - January 2020
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A listing by hearing office of the number of hearings held either in-person or by video conferencing. Report for January 2020.,,https://www.ssa.gov/appeals/DataSets/archive/06_FY2020/06_January_Hearings_Held_InPerson_Video_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/06_FY2020/06_January_Hearings_Held_InPerson_Video_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2071,US-GOV-SSA-1395,,2020,FOIA,Freedom Of Information,Hearing Offices,Hearings,Hearings and Appeals,In-Person,January,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Social Security,Social Security Administration,SSA,Video Conference,Video Hearings,,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/06_FY2020/06_January_Hearings_Held_InPerson_Video_Report.html,,https://creativecommons.org/publicdomain/zero/1.0/,2020-02-12,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/06_FY2020/06_January_Hearings_Held_InPerson_Video_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2019-09-28/2020-01-31,,Hearings Held In-Person or Via Video Conferencing Report - January 2020
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,,,A monthly summary of activity for the Ticket to Work and Vocational Rehabilitation programs for January 2020,,https://www.ssa.gov/work/documents/TicketTracker/January%202020%20Summary%20and%20Assignment%20Report%20-%20Final%20508.xls,XLS,application/vnd.ms-excel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2072,,,2020,January,Office of Retirement and Disability Policy,Return to Work,Social Security,Social Security Administration,Social Security Disability Benefits,SSA,Ticket to Work Program,Vocational Rehabilitational Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://creativecommons.org/publicdomain/zero/1.0/,2020-06-26,,016:000,Social Security Administration,https://www.ssa.gov/work/tickettracker.html,,,,,,,2020-01-01/2020-01-31,,Ticket to Work Monthly Report - January 2020
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,A presentation of the average time (in months) from the hearing request date until a hearing is held for claims closed in the Office of Hearings Operations (OHO) hearing offices. Report for February 2020.,,https://www.ssa.gov/appeals/DataSets/archive/01_FY2020/01_February_NetStat_Report.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/01_FY2020/01_February_NetStat_Report.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2073,US-GOV-SSA-1394,,2020,Average Wait Time,February,FOIA,Freedom Of Information,Hearing,Hearing Center,Hearing Office,Hearing Wait Time,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,,,,,,,https://creativecommons.org/publicdomain/zero/1.0/,2020-03-19,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/01_FY2020/01_February_NetStat_Report.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2020-02-01/2020-02-28,,Average Wait Time Until Hearing Held Report - February 2020
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,"A presentation of four key workload indicators (pending, receipts, dispositions and average processing time) for each hearing office in the Office of Hearings Operations (OHO). Report for February 2020.",,https://www.ssa.gov/appeals/DataSets/archive/02_FY2020/02_February_HO_Workload_Data.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/02_FY2020/02_February_HO_Workload_Data.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2074,US-GOV-SSA-1392,,2020,Average Processing Time,Cases,Dispositions,February,FOIA,Freedom Of Information,Hearing,Hearing Office,ODAR,Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Pending,Receipts,Social Security,Social Security Administration,SSA,Workload,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/02_FY2020/02_February_HO_Workload_Data.html,,https://creativecommons.org/publicdomain/zero/1.0/,2020-03-19,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/02_FY2020/02_February_HO_Workload_Data.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2019-09-28/2020-02-28,,Hearing Office Workload Data - February 2020
dcat:Dataset,public,,016:00,,vcard:Contact,Open Data,mailto:Open.Data@ssa.gov,,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,"A listing of hearings completion data by name of individual administrative law judges (ALJ) for all ALJs in the Office of Hearings Operations (OHO). The data includes hearing office name, total dispositions, decisions, allowances, denials, and fully favorable or partially favorable decisions. Report for February 2020.",,https://www.ssa.gov/appeals/DataSets/archive/03_FY2020/03_February_ALJ_Disposition_Data.html,HTML,text/html,,,,,,https://www.ssa.gov/appeals/DataSets/archive/03_FY2020/03_February_ALJ_Disposition_Data.xml,XML,text/xml,,,,,,,,,,,,,,,,,,,,,US-GOV-SSA-2075,US-GOV-SSA-1199,,2020,Administrative Law Judge,ALJ,Allowances,Decisions,Denials,Dispositions,February,FOIA,Freedom Of Information,Hearing Office,Hearings,ODAR Office of Disability Adjudication and Review,Office of Hearings Operations,OHO,Social Security,Social Security Administration,SSA,,,,,,,,,,,,,,,,,,,,https://www.ssa.gov/appeals/DataSets/archive/03_FY2020/03_February_ALJ_Disposition_Data.html,,https://creativecommons.org/publicdomain/zero/1.0/,2020-03-19,,016:000,Social Security Administration,https://www.ssa.gov/appeals/DataSets/archive/03_FY2020/03_February_ALJ_Disposition_Data.html,https://www.ssa.gov/appeals/DataSets/data_dictionary.html,,,,,,2019-09-28/2020-02-28,,ALJ Disposition Data - February 2020
